AuthorID,Author,Content,Date
390532841672278016,ooomaxxx,"Вітаю. Підкажіть будь ласка чи велика різниця між Foxeer Reaper Extreme 5.8G 2.5W на 40CH і 72CH?   Треба шукати саме 72 чи 40 вистачить? Бо помітив, що в інших втх по 40 каналів",2024-02-16T14:51:23.5460000+02:00
1190733956652466256,saint_andru_37996,"Треба вищу температуру паяльника і більше припою. Капля має плавитись за кілька секунд повністю, припой має покрити всю площину контакту. На фото контакти майже не покриті.",2024-02-16T14:52:12.7920000+02:00
719165969330602065,.ivan_s,"Дякую, замовив більше жало. Буду перероблювати",2024-02-16T15:03:44.3870000+02:00
592999876187389953,undermountain.,"Вітаю, не можу знайти інструкцію по пакуванню та відправки дрона.  Під скажіть будь ласка ",2024-02-16T15:23:17.9160000+02:00
1179801305062056027,tonyasobchenko,"Спробуйте підвищити температуру, я при перепайці на китайському паяльнику піднімала до 480. Землю важче залудити. Широке жало, в ідеалі тієї ж ширини що площадка, також мені допомогло. І намагайтеся прогріти саму площадку, не просто розплавити припій - тоді він буде сам розтікатись по ній. Мені доводилось прогрівати силові довше, ніж 3 секунди",2024-02-16T15:35:05.5540000+02:00
1206970263250411575,nmzd__99877,"Спробую. Дякую. Я робив крайнім зліва жалом. Мій максимум 420 підтрирує. Спробую краще прогріти. тільки що все вийшло, дякую! я боявся так довго розігрівати плату Можна підключати живлення якщо на платі залишився флюс? спирту поки немає",2024-02-16T15:38:29.7410000+02:00
1205644153682268203,valentyn_5,"Що це за плата, вона геть не схожа на ті що ідуть на дрони, чи це для тренувань взяли якусь плату? ",2024-02-16T15:46:25.8760000+02:00
1174617437380026399,avenger_188965,Це якись вупчик маленький. Плата діагонально на рамі розташована.,2024-02-16T15:54:58.9000000+02:00
1206970263250411575,nmzd__99877,це x12 aoi плата на 65-85 вуп,2024-02-16T15:56:01.7340000+02:00
1189879749187743776,877242_olena,"Добрий день, підкажіть, будь ласка, який файл пресету обрати? У лектора він називається BluejaySpeedyBeeDominator осд.txt.  в завантаженнях є три текстові файли. Обирати, виходячи з того, який відео передавач встановлений? Тобто, якщо відепередавач Rash max solo, то для прошивки потрібно обрати файл NarodFPVMaxSOLOSpeedyBee432.txt, я правильно розумію?",2024-02-16T16:27:25.9810000+02:00
1180833029359415327,larysa_lo,Так,2024-02-16T16:44:53.4910000+02:00
1189879749187743776,877242_olena,@Larysa дякую ,2024-02-16T16:48:14.6200000+02:00
1189099618429059180,bravo19233,"Підкажіть щодо акб, дрон має бути з батареєю, чи без?",2024-02-16T16:52:32.5680000+02:00
1203646338525298688,bohdanshostak,має бути з батареєю,2024-02-16T17:01:27.6960000+02:00
1189099618429059180,bravo19233,6s2p?,2024-02-16T17:01:45.8380000+02:00
1203646338525298688,bohdanshostak,так,2024-02-16T17:02:02.9270000+02:00
1189099618429059180,bravo19233,Без bms?,2024-02-16T17:02:19.3740000+02:00
1203646338525298688,bohdanshostak,я купував готову збірку,2024-02-16T17:03:34.1050000+02:00
1189099618429059180,bravo19233,Ще скажіть чи ціна ок Molicel inr21700 p42a (6.5 дол) в Україні?. Де саме можна купити і в яку ціну?,2024-02-16T17:04:18.5240000+02:00
1203646338525298688,bohdanshostak,"Я Молісел купував в Браін, чи вігілна ціна важко сказати, але вперше з все цікавила якість і гарантія",2024-02-16T17:07:02.9520000+02:00
1189099618429059180,bravo19233,"А готові акб, підкажете де можна купити?",2024-02-16T17:12:02.5230000+02:00
1206348771672465439,volodymyrk_,"Купував промавтоматика на самсунгах 21700, в рекомендованих матеріалах є контакт для замовлення, виглядає якісно",2024-02-16T17:39:48.9000000+02:00
1179801305062056027,tonyasobchenko,"По моїм знанням, я б почекала коли буде спирт, флюс може проводити струм і щось закоротити",2024-02-16T17:45:56.0230000+02:00
1189099618429059180,bravo19233,"Ще підкажіть, обовязково стек лакувати?",2024-02-16T17:49:43.6580000+02:00
1180835546076041229,gontar73_42837,"Маю проблему при під`єднані кабелю до пульта BOXER  при використанні на симуляторі не висвічюється меню до вибору джойстика. Може хтось що порадить? Раніше пультом користувався в режимі джойстик. Кабеля змінював, не допомогло",2024-02-16T17:51:09.3610000+02:00
1115913245363027988,dimytr,"Друзі допоможіть знайти тримач TPU антени втх, бо купляв арех нд на алі і без нього отримав.",2024-02-16T18:00:28.5790000+02:00
1205772481584177155,maks_kwinto,"Проблема в кабелі. Шукайте кабель для передачі даних. І про всяк випадок перезавантажте симулятор. Це вона і є. Опис не якісний. В назві 5GHz, але вже в характеристиках коректніше вказано 5.5 - 6 ГГц",2024-02-16T18:07:10.6220000+02:00
1206975066252771401,vasylkhtei_17191,"так і подумав, дякую за відповідь",2024-02-16T18:20:00.3540000+02:00
1206683962836127764,man0vvar,Так,2024-02-16T19:13:05.9080000+02:00
1202554186341027850,szloy,"Я її вже купив, тому що по опису прочитав, що центральна частота 5.75ГГц, але на антені написано 5.1ГГц. тепер сумніваюся в тому, що вона може нормально працювати з VTX на 5.8ГГц. Можливо хтось скаже, що це не критично чи все таки критично?",2024-02-16T19:35:20.6600000+02:00
1206683962836127764,man0vvar,"Підкажіть плз, цапонлак підходить для лакування плати? Чи купити PVB60 як рекомендовано і не паритись?",2024-02-16T19:55:15.4760000+02:00
481553253046419456,m9hanizator,"Привіт! підкажіть, де купити VTX по нормальній ціні. Всі зі списку тіки перекупи продають по 120 баксів",2024-02-16T20:18:09.4450000+02:00
481553253046419456,m9hanizator,"Дякую! Спробую замовити тут, бо я на одному сайті вже чекав і не дочекався(",2024-02-16T20:35:08.0260000+02:00
1205765070613643304,demonath.void,"спільнота, потрібна допомога. де є можливість купити нормальний, робочий флюс. магазів поряд немає - тому купую в інеті. і вже 3 раз приходить оце от. з запахом паленого вазеліну і сибірської сосни ",2024-02-16T21:29:07.3120000+02:00
230796627122716672,supersanya666,"вони сьогодні стільки і коштують скрізь, рекомендовані ціни вже навряд чи актуальні. Мені сьогодні фоксир написав і сказав, що доставки в україну нормальної немає, і що DHL візьме 150 доларів за VTX який і так коштував 60.",2024-02-16T21:42:05.8110000+02:00
1203646338525298688,bohdanshostak,"декілька днів тому сам писав таке саме питання. Купував антену за оголошенням 5,8ГГц, а прислали те що й Вам. Вичерпної відповіді ніхто не дав, але більшість сказали що така антена не підходить. Вирішив не резикувати, повернув продавцю. Якби не надпис 5.1ГГц, я б і уваги не звернув, що щось не так. Для мене аргументом стало те, що в магазині Брейн антени Лолліпоп на 5,8ГГц і 5ГГц ідуть окремими позиціями, 5.8 в наявности нема, зато 5ГГц є. Зробив висновок що антени різні.",2024-02-16T21:53:17.0390000+02:00
230796627122716672,supersanya666,"я купував, це не HD, уже тиждень намагаюся повернути",2024-02-16T22:10:34.4260000+02:00
935227048266457109,petrokyriushkin,дякую. в мене є рама не HD вона взагалі на хоч для чогось корисна?. її продавати чи зібрати для себе дрон з слабким відео передавачем і при можливості тренуватись літати?,2024-02-16T22:10:50.3300000+02:00
230796627122716672,supersanya666,ну теоретично можна під кутом 90 градусів поставити VTX)),2024-02-16T22:11:57.4410000+02:00
1136424505628164117,_senatar,"Громадо, вчусь, паяю вперше - питання щодо техніки пайки: чи можна дріт ""прихопити"", а потім  поставити красиву краплю поверху? Чи це гівно і тре з першого разу красиво, як в кіно?. Також помітив, що вигарає паста так само як флюс у @Oleksandr.void температурою теж грався - як коли виходить...  Здебільшого одразу ""сталагміти"" лізуть. Пінайте, друзі...",2024-02-16T23:55:13.3510000+02:00
1205765070613643304,demonath.void,ото саме,2024-02-17T00:01:12.3390000+02:00
737271682884173855,a.kotov,"А який саме дріт, від мотору?",2024-02-17T00:12:50.0100000+02:00
1136424505628164117,_senatar,"Ні. Тренуюсь, особисто я на тонкій на витій парі...",2024-02-17T00:14:32.7100000+02:00
737271682884173855,a.kotov,"О я теж тренувався на цій платі, на стеку виявилось трохи не так ",2024-02-17T00:16:24.3060000+02:00
1136424505628164117,_senatar,"Ізоляція горить... Це паяльник чи куди?. Поділіться досвідом, будь ласка",2024-02-17T00:16:45.9440000+02:00
737271682884173855,a.kotov,"Так, в мене теж горіла ізоляція на дротах що я десь знайшов і коли тренувався на тренувальній платі. На дротах що йдуть разом від компонентів, там інший матеріал ізоляції і вона так просто не горить. Я вчора якраз розпаював vtx, камеру і elrs, просто зробив не довгий контакт, залудив провід і контакт. Потім при припаюванні поклав дріт на краплю, притиснув жалом паяльника, потримав. Потримавши весь припій розплавився і дріт провалився вниз(по суті під краплю на платі) і потім відпустив. Проблема тільки в тому, щоб поки припій не остив, дріт не піднявся, або не виліз у верх. Стосовно припою що залишається на паяльнику, а не на платі, то перед тим як додати припій, просто треба на платі трохи прогріти площадку. Я прикладав паяльник на ~1- 1.5 секунди після чого додавав припій і круговими обертами розносив його по площадці.. До того як прогрівав площадку, прпій теж залишався на жалі паяльника, коли підіймав його.",2024-02-17T00:20:01.5790000+02:00
1136424505628164117,_senatar,"@O.Kot дякую вам за відповідь)  Залишилось питання- чи можна технологічно ""прихватити"" дріт, а потім накрити краплею? Чи це вже холодна пайка?",2024-02-17T00:40:54.7170000+02:00
737271682884173855,a.kotov,"Будь ласка. Чи можна приховати дріт, особисто я не знаю, бо сам тільки пару днів паяю. Але я думаю що - ні, так не можна. Думаю якщо б так можна було, то на відео б про це сказали.",2024-02-17T00:42:49.3130000+02:00
1136424505628164117,_senatar,"Не жалію, але в мене паста (з рекомендацій) а не флюс (шприц, як у туторіалах) вигарає за секунду...",2024-02-17T01:08:28.8470000+02:00
593726555440807937,olexa_mel,"Що паста, що проста каніфоль, то все флюси, просто додайте більше, і знизьте температуру",2024-02-17T01:09:36.8450000+02:00
1136424505628164117,_senatar,Моє надбання,2024-02-17T01:10:53.7140000+02:00
593726555440807937,olexa_mel,Робоча температура,2024-02-17T01:12:34.1370000+02:00
777541546295296050,jt20207362,Привіт. Дайте будь-ласка фідбек по пайці. Нормально? Можна робити далі?,2024-02-17T01:14:40.1060000+02:00
737271682884173855,a.kotov,"В мене такий же, але здається жало інше. Паяв на 310. Флюсу нормально додавав.",2024-02-17T01:17:17.9980000+02:00
273554566186795008,startedino,"О скажіть а у вас не було проблеми що плата після пайки стає дуже липкою? Я так розумію це залишки від флюсу, але щіткою зі спиртом щось воно не прибирається(",2024-02-17T01:24:08.0510000+02:00
737271682884173855,a.kotov,Може щітка пагана? Ну взагалі трохи була липкою,2024-02-17T01:25:18.2400000+02:00
273554566186795008,startedino,"Та може, чи то я забагато флюсу додаю. Виходить в цілому добре але липка ппц))",2024-02-17T01:26:56.1090000+02:00
737271682884173855,a.kotov,"В матеріалах написано - лайфхіке, що флюсу багато не буває))",2024-02-17T01:27:35.4570000+02:00
1037243849967419392,rusan_0ff,Це мені підсунули звичайний апекс 7 замість нд ?Смутило 2пари отворів (на відео 3 ),2024-02-17T09:06:05.6750000+02:00
883397761045786654,snakes.venom,"я на аліку замовив,  сьогодні-завтра повинно прийти. Подивимось чи норм, якщо що, скину лінк на магазин",2024-02-17T09:19:07.2940000+02:00
1206683962836127764,man0vvar,а флюс точно для електроніки? правильний флюс повинен змиватися спиртом,2024-02-17T10:02:12.3660000+02:00
1203254287237390410,wuwolf,Проблема. Висота відеопередавача + конденсатора менше стійок. Порадьте будь-ласка рішення.,2024-02-17T10:42:22.3570000+02:00
999317113862889502,vik_tor_2,"1. Конденсатор вбік на промінь. Обов'язково термоусадка на ніжки і контролювати щоб пропелери не зачіпали. 2. Відеопередавач повернути на 90 градусів, тоді поруд ляже і конденсатор. Але тоді можливо потрібен буде пігтейл зі штекером ММСХ під 90 градусів. 3. Якщо трішки не вистачає по висоті рами - 2-3 мм і конструкція рами дозволяє, то можна підкласти під кожну стійку декілька шайб і таким чином збільшити загальну висоту рами.",2024-02-17T11:00:58.8090000+02:00
1203254287237390410,wuwolf,Дякую! Рішення з шайбами саме просте. А чи можна відеопередавач розміщувати не по центру рами? І тоді збоку можна кондиціонер розмістити як на фото.,2024-02-17T11:05:26.7770000+02:00
999317113862889502,vik_tor_2,"Так, це робоче рішення.",2024-02-17T11:13:08.0160000+02:00
426697700399120386,krostyslav,Доброго дня. Побачив на редіті таке рішення. Воно має право на життя? Які плюси і мінуси такого?,2024-02-17T11:18:56.4670000+02:00
1203254287237390410,wuwolf,В лекціі 4.3 говориться що можна таким чином випадково зробити напружену петлю і відповідно передати непотрібну вібрацію на польотний контролер. Дрон буде гірше літати.,2024-02-17T11:23:25.5320000+02:00
674537666141749278,romastefankiv,"спирт розчиняє флюс, але не випаровує його якщо ви просто щіточкою із спиртом потерли туда-сюда, то вважайте, що ви розчинили флюс, розмазали його гарним шаром по платі, спирт випарувався, а флюс там і залишився поки флюс рідкий (розчинений з спиртом) його треба кудась подіти, найкраще чимось стерти/впитати підійдуть безволоконні серветки, можна спробувати також звичайні сухі серветки для рук (але не столові, вони не такі цупкі) головне, щоб вони не залишали після себе волокон",2024-02-17T11:38:59.1110000+02:00
729032117748498462,a.s.t.a.t,"Вітаю. Збираю раму апекс від флаймод, і в комплекті немає проставки під регулятор обертів... я їх спитаю це баг чи фіча, проте підкажіть, які є варіанти по заміні проставки?",2024-02-17T11:40:36.4610000+02:00
674537666141749278,romastefankiv,"ви про таку прозору пластинку? якщо так, то вона має бути в комплекті з стеком, а не рамою буває, що її недокладають мені здається, що без неї можна обійтись але нехай ще хтось поправить мене, якщо це не так",2024-02-17T11:42:41.8930000+02:00
1208338285911474177,oleksa_t,"Мав таку ж проблему як у вас, зробив проставку з теки для документів. Ось так",2024-02-17T11:44:13.4900000+02:00
729032117748498462,a.s.t.a.t,Так вона. В коробці зі стеком подивився - теж немає(,2024-02-17T11:44:57.3940000+02:00
1181715081709490259,rikoshet0852,Всім доброго дня! Де можна купити промені на APEX 7?,2024-02-17T11:47:48.5430000+02:00
1190733956652466256,saint_andru_37996,Щоб не було передачі вібрацій на контролер бажано петлі робити менші,2024-02-17T11:54:24.7400000+02:00
1203254287237390410,wuwolf,В мене те ж саме. Зробив з упаковки болтів з епецентру за допомогою ножиць та паяльника ),2024-02-17T12:02:16.4320000+02:00
592999876187389953,undermountain.,У мене те саме було ,2024-02-17T12:03:14.7940000+02:00
1037243849967419392,rusan_0ff,І що ви робили ?,2024-02-17T12:03:46.0970000+02:00
592999876187389953,undermountain.,"Спочатку намагався втиснути все. А потім замовив нашу раму, і так яка apex 7 HD не знайти, замовив apex 5 HD і переставив на неї промені від 7ки. І зараз інша справа)",2024-02-17T12:05:02.2600000+02:00
592999876187389953,undermountain.,"Ще купував менші стійки, vtx вліз, а конденсатор ні (",2024-02-17T12:09:57.8550000+02:00
1037243849967419392,rusan_0ff,"Блін не знав що рами можна перекинути з 5 НД.Я написав продавцю, надав фото і він повернув всі гроші (+250грн),а я відправив раму йому назад (. Замінити на іншу в нього немає можливості.Порядна людина , аж здивований",2024-02-17T12:13:26.5100000+02:00
533405249172406295,angmarian,"Доброго дня. Ім'я дрона так і залишати як у пресеті ""DronNaDom"" чи треба щось інше прописувати?",2024-02-17T12:40:13.6700000+02:00
1174705952314896414,oleksiy0805,своє,2024-02-17T12:44:16.5880000+02:00
533405249172406295,angmarian,"Просто щось своє придумати чи є якісь правила, як у SocialDrone?",2024-02-17T12:44:43.2070000+02:00
1174705952314896414,oleksiy0805,"шість цифр досить, далі, Ваша фантазія",2024-02-17T12:45:35.7280000+02:00
533405249172406295,angmarian,дякую,2024-02-17T12:52:26.1650000+02:00
1200171488695812218,hanna_97430,"спрашивала про шелак , вот нашла Применяется для пропитки обмоток электрических двигателей, дроселей, трансформаторов Не требует вытяжки, не токсичен. значит им можно платы покрівать?",2024-02-17T14:49:18.3650000+02:00
999317113862889502,vik_tor_2,Бажано термостійкий.,2024-02-17T15:02:36.7590000+02:00
1205607744871079986,roman.urum,Як відкрутити  гвинти с синім фіксатором? Недокрутив примені і зараз вони хліпки не зафіксовані  ,2024-02-17T15:09:28.9980000+02:00
779570263855071253,rslomega,если силой не получается - прогреть.,2024-02-17T15:17:27.9870000+02:00
1205607744871079986,roman.urum,Там круглая гайка даже нет за что захватить ее. Гайка просто крутится вместе с болтом,2024-02-17T15:18:55.1070000+02:00
1205607744871079986,roman.urum,"У меня есть такие но гайка вдавлена внутрь рамы , нет за что ухватить ее , попробую греть",2024-02-17T15:23:02.9390000+02:00
1201561612528668795,p_s_o_04863,"Антени потрібно розміщувати перпендикуляно одну до одної, а у вас вони виходять паралельно. Це потрібно щоб якщо дрон повенеться торцем однієї антени до передавача, то друга буде в робочому положенні. У вашому випадку обидві антени будуть торцем до передавача.",2024-02-17T15:36:15.5170000+02:00
163626238672502784,mvmn,"Буде - Cynel з флюсом це найбільш популярний припій зараз, мабуть",2024-02-17T17:01:32.2760000+02:00
1174705952314896414,oleksiy0805,О так то від 4.2А у конденсаторів ніжки відгорають),2024-02-17T17:12:17.7600000+02:00
1206683962836127764,man0vvar,"а, сорян думав 50 А на всі канали ок, 4.2*4 = 16 18AWG = 0.75 по нашому 15А У китайців все чотко пораховане ",2024-02-17T17:23:53.6650000+02:00
1009543857140158615,wizimob,Доброго дня. Підкажіть будь ласка. Заказав помилково Apex 7 295mm а не Apex-HD 7 290mm Ця рама не підійде?,2024-02-17T17:24:58.5120000+02:00
1026476013900804186,tomkovvv,"Норм для першого разу? Зауваження, пропозиції?)",2024-02-17T18:00:03.7860000+02:00
250614457502400512,sciamach,"Це дипольні антени, у них діаграми направленості в формі тороїда. При такому кріпленні середина ""бублика"" дивиться чітко назад, таким чином приймання сигналів керування буде найгіршим з можливих.",2024-02-17T18:10:38.5400000+02:00
1205644153682268203,valentyn_5,"Цього разу прислали, геть не те що замовляв, лише жало і ручка, а все інше лайно.",2024-02-17T18:48:27.1370000+02:00
1200171488695812218,hanna_97430,"Так что антенн должно біть две?. я уже две заказалап, приложила одну к другой  та что не НД на 05 мм короче. а остальное один в один.",2024-02-17T19:14:45.2990000+02:00
292355367319502848,ar4i1190,хлопці вибачте не по темі але де цукорок оновити?,2024-02-17T19:21:44.8970000+02:00
1205773755335446548,anatoliy_bykanov_66,При удлинении проводов обязательно должна быть скрутка двых проводов так как пайка создает электрический контакт а скрутка механический на лекции показали неправильно.,2024-02-17T19:52:00.5140000+02:00
1179801305062056027,tonyasobchenko,"На будь-яких платах можна, так. Якшо у вас припій береться кулькою і не спаюються проводи, може ви їх не залудили перед тим? А яке у вас жало паяльника?  Можливо і його треба почистити і залудити. І не жалійте флюсу перед лудінням",2024-02-17T19:56:12.5470000+02:00
590540398875639854,deadfox7584,"Проводи залуджені, жало з припоєм, флюсу наче багато. Я думаю, може з температурою щось не так",2024-02-17T19:58:37.5540000+02:00
1179801305062056027,tonyasobchenko,"Може, може паяльник бреше про температуру і треба трохи більше. Я просто перше, нікельоване, жало спалила, і ще було одне мідне, яке ні в яку не клеїло до себе припій. А після чистки і лудіння стало чудовим",2024-02-17T19:59:41.9780000+02:00
590540398875639854,deadfox7584,"Воно нове, теоретично не повинно. Але дякую, я спробую",2024-02-17T20:04:40.9810000+02:00
1009543857140158615,wizimob,Дякую,2024-02-17T20:06:51.7460000+02:00
590540398875639854,deadfox7584,А як ви його спалили? Як це виглядає?,2024-02-17T20:07:37.6190000+02:00
1090355454007324805,qser_dr,Доброго вечора! Скажіть силові провода для акумулятора 16 AWG  - це норм? І яка довжина повинна бути від батареї до дрона?,2024-02-17T20:15:16.2420000+02:00
1179801305062056027,tonyasobchenko,"Тримала ввімкненим на 450 градусів кілька хвилин, мабуть окислилось. Нажаль викинула, фотки нема. Може можна було почистити, залудити та запрацювало б. Та кажуть, шо коли нікельоване жало починає переливатись синім, то вже несправне",2024-02-17T20:27:41.0730000+02:00
1208338285911474177,oleksa_t,"@Sciamach,@Man,@P_S_O, дякую за підказки, виправив наступним чином",2024-02-17T20:41:17.2280000+02:00
1042912172914782238,zlatoyar.,Бачив на промі по 250 грн .,2024-02-17T20:53:02.4620000+02:00
1079496908990582805,agure_2,"Прошу уточнити, це Mini чи Micro камера?",2024-02-17T21:05:48.8070000+02:00
1206976221100113981,vvvitalii,При встановленні антен на промені втратите суттєво дальність польоту. Це повʼязано з діаграмою направленості приймальної антени,2024-02-17T21:17:48.8760000+02:00
1206683962836127764,man0vvar,16awg це 1.3 мм по нашому. 35 А. Малувато.,2024-02-17T21:45:14.6590000+02:00
999317113862889502,vik_tor_2,Зазвичай 12AWG. Краще 10AWG.,2024-02-17T21:46:55.9920000+02:00
1090355454007324805,qser_dr,"Дякую! А довжина 10,15,20 см ?",2024-02-17T21:48:08.4780000+02:00
999317113862889502,vik_tor_2,"Якщо робити самі - основне плавило - чим коротше, тим краще. Стандартно від контролера до конектора - 11-12 см. Від  акумулятора до конектора - 12-13 см. Але це з запасом.",2024-02-17T21:50:46.7010000+02:00
1201561612528668795,p_s_o_04863,"Є приймачі на одну антену, а є на дві. На дві краще, але й дорожче.",2024-02-17T22:43:15.5600000+02:00
1193581728984465460,mikheev.fit,"Добрий вечір) Підкажіть, де можна купити VTX із списку рекомендованих, за адекватною ціною?)",2024-02-17T23:05:23.1210000+02:00
959435234250727434,ua_shaper,"Доброго часу) Дійшла справа до конекту між ТХ12 та приймачем Happy model ES900RX (чи ES900TX) - хз. Попередньо було пройдено процедуру налаштуваня регуля і заливки присету від вікторі дронз. Залетіло все без питань. Спочатку була спроба конекту між ТХ12 та приймачем традиційно: 3 рази дісконект і на 4й чекаємо, коли передавач заблимає характерним зеленим подвійним сигналом готовності до біндінгу. (Виходило і 2 рази дисконект з батареєю і 3й раз був нормальний конект. Наче все одно вмикався режим біндінгу).  Після чого на ТХ12 була спроба забіндитися до приймача. З нульовим результатом. ОК. Оновилася версія прошивки ТХ12 до останнтої (3.3.2). Почалася спроба оновлення прошивки приймача. Вмикнули батарею. Активізувався віфі режим точки доступу. Під'єдналися. При спробі перейти на сторінку 10.0.0.1 в браузері був один успішний результат,але щось воно(вебсторінка) все просто підвисло і усе. Хоча пінг на 10.0.0 1 був відносно стабільний ( трасування пакетів не робив, чи були їх втрати - хз, але скоріш за все були). Ну і на цьому все. Ідеї як вирулити ситуацію закінчилися. Не може зайти в веб інтерфейс приймача хоч убий. Тупить,час йде. VTX гріється, польтоник -також. Після 5 хв приходиться вимикати , щоб охололо все. Пробував подавати живлення через TypeC, але рівень сигналу точки доступу такий малий,що ПК ледь конектиться до неї. Ну і 10.0.0.1 грузиться з таким же нульовим результатом.  Ну і... на ранок прийшла думка, що при лакуванні приймача зі знятою антеною, міг заляпатися контакт антени і приймача. Зняв, відмив в ізопропиловому спирті. Ввімкнув. Так і виявилося. До веб інтерфейсу прий вдалося зайти без питань. Так шо залишилось оновити прошивку і сподіватися, що все буде ок",2024-02-18T01:08:00.4550000+02:00
999317113862889502,vik_tor_2,А який у вас зовнішній модуль erls 915?,2024-02-18T01:15:08.1900000+02:00
959435234250727434,ua_shaper,Інтегрований в ТХ12. Якщо про це мова.,2024-02-18T09:56:02.2670000+02:00
1207029898267463770,oskarmad,"Інтегрований в TX 12 передавач маэ 2.4G, потрібно купити зовнішній модуль на 915MHz",2024-02-18T10:18:19.4150000+02:00
959435234250727434,ua_shaper,Дуже дякую. Підкажете варіант?,2024-02-18T10:25:44.1830000+02:00
959435234250727434,ua_shaper,"Щиро дякую) а то вчора були думки:як це -внутрішній на ТХ12 2.4 ГГц, а на приймачі 915 МгГц... ) вже замовив",2024-02-18T10:33:18.7250000+02:00
1208338285911474177,oleksa_t,"Дякую за коментар, врахував наступним чином",2024-02-18T10:36:43.2450000+02:00
1206976221100113981,vvvitalii,Це діаграма направленості антен. Тому вони мають бути дві паралельно позаду квадріку,2024-02-18T10:37:55.6340000+02:00
959435234250727434,ua_shaper,У мене була така  дилема. Прикрутив ту антену на стяжки  під камеру (рама марк4). Щоб проводи з приймача не тягти на заднб частину дрона,2024-02-18T10:39:30.6130000+02:00
1208338285911474177,oleksa_t,"Декількома постами вище мені писали що вони мають бути перпендикулярно, а який в них сенс коли вони позаду обидві будуть паралельно?  Вони ж таким чином не покращують сигнал коли дрон повернутий на 90* до оператора?  Піду передивлюсь лекцію по антенам",2024-02-18T10:47:59.6710000+02:00
1205589131128737853,fantastic_dove_28727,"Добрий день. Маю такий конденсатор, чи підійде він, якщо ні, то на що потрібно звернути увагу . Дякую.",2024-02-18T10:55:00.1920000+02:00
1206976221100113981,vvvitalii,"Щоб дрон приймав у будь-якому положенні до оператора- то тоді лише штирьова антена, а не діполь. Або діполь ставити ребром",2024-02-18T10:56:47.5450000+02:00
1203646338525298688,bohdanshostak,"Це ж конденсатор з комплекту, майже всі його використовують. Для цікавості перевіряв, показало параметри 930мкФ, опір ESR 0.0 Ом, так що цілком нормальній електроліт.",2024-02-18T11:23:48.4790000+02:00
1205589131128737853,fantastic_dove_28727,"Так, він з комплекту, правда, але побутує точка зору, що він є поганий, тому що часто вигорають ножки. Тому пропонується конденсатор  Panasonic EEUFR1V152L з тими ж параметрами.",2024-02-18T11:31:24.8920000+02:00
1207029898267463770,oskarmad,зробіть ножки коротшими,2024-02-18T11:33:26.8250000+02:00
1179801305062056027,tonyasobchenko,"Можна ніжки зрізати до пари міліметрів, і замість них припаяти залишки кабелів від моторів, щоб зменшити опір",2024-02-18T11:34:40.5500000+02:00
1203646338525298688,bohdanshostak,"цікаво, на скільки це розповсюджене явище і при яких умавах ніжки відгорають? І якщо справа в ніжках, то в наведеному Панасоніку вони товщі, чи як?",2024-02-18T11:40:38.3590000+02:00
1203254287237390410,wuwolf,Вітаю. Цікавить фідбек досвідчених людей. Закінчив пайку регулятора обертів. Перший раз збираю дрон.,2024-02-18T11:51:17.0870000+02:00
1206683962836127764,man0vvar,Я так думаю що відгорає неякісна пайка. Як у старих телевізорах. Так то опір міді значно менший ніж олова. Було б цікаво на фото глянути,2024-02-18T11:51:25.7750000+02:00
1203646338525298688,bohdanshostak,саме такі параметри я і навів в скріншоті. Не бачу там значного відхилення від норми,2024-02-18T11:59:53.1060000+02:00
1208338285911474177,oleksa_t,"Розташував так як ви порадили, поки на стяжки, але думаю замовити відповідний 3д друк",2024-02-18T12:01:11.8900000+02:00
731844779675091006,devlingreen,"Вітаю! Хочу проапгрейдити свій паяльник SEQURE SI012 Pro і докупити жало, щоб легше було лудити силові кабелі/площадки Бо стандартним TS жалом не дуже зручно Підскажіть будь ласка, яке з цих жал краще підійде для цього?. Як на мене - дуже непогано Підскажіть будь ласка на якій температурі паяли силові?",2024-02-18T12:07:14.0190000+02:00
1207029898267463770,oskarmad,"навпаки, GND - та DC7-26v до польотника, а ті що припаяли треба відрізати бо то вихід напруження а не вхід",2024-02-18T12:09:36.2970000+02:00
495351571371261956,chapik3640,"Припаяв AKK FX2 Dominator до SpeedyBee - тепер мучає питання, чи вірно. Потрібна підказка тих, хто мав досвід... (GND - та DC7-26v+ не прикріплював, на скільки розумію - вони під камеру, якщо немає окремого кріплення)... Колеги, поправте, якщо я нафакапив ",2024-02-18T12:10:06.3170000+02:00
1203254287237390410,wuwolf,410-420,2024-02-18T12:11:32.4920000+02:00
731844779675091006,devlingreen,"А яке жало? Бо я на тій самій, але так гарно не виходить, є гіпотеза, що проблема в тонкому жалі",2024-02-18T12:12:09.9290000+02:00
495351571371261956,chapik3640,себто мало бути ось так:,2024-02-18T12:12:11.1320000+02:00
1207029898267463770,oskarmad,так,2024-02-18T12:13:48.3000000+02:00
1203254287237390410,wuwolf,T12-ku,2024-02-18T12:14:35.1220000+02:00
731844779675091006,devlingreen,Дякую ,2024-02-18T12:14:55.4980000+02:00
959435234250727434,ua_shaper,"Ну, в мене приймач не divercity,  тому голова боліла тіки через варіант розщміщення одніє  антени. Як варіант, ту антену, що у Вас паралельна ""автобусу"" рами можна розмістити не під променями, а над ними. Відстань між антеною та променями лише б забезпечити в кілька см.  Це взагалі, якщо робити по феншую.",2024-02-18T12:18:00.9800000+02:00
